"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene_ID"
8702.70522197554,0.245434964830322,0.0923012051237984,2.65906565901425,0.00783576906961801,0.0919214676980848,"gene-SBNO1|SBNO1"
1000.07958158486,1.29452482521963,0.241053393453672,5.37028251987011,7.8613386620541e-08,2.53118378665669e-05,"gene-FOXP4|FOXP4"
1486.62774525665,0.818442197518921,0.192008484485287,4.26253141736367,2.02124070345209e-05,0.00162662061267214,"gene-ITPKB|ITPKB"
1137.99522529163,1.26094077597275,0.427894023263002,2.94685297625138,0.0032102579810412,0.0526336229979377,"gene-HFM1|HFM1"
783.559747574518,1.12632895522406,0.214882197310207,5.24161130760438,1.59180408562296e-07,4.5256590007964e-05,"gene-CECR2|CECR2"
1894.19644294386,0.388171131113987,0.122690965014364,3.16381186722707,0.00155717418047349,0.0328657139094913,"gene-MCC|MCC"
923.282160355242,0.891730832522945,0.310819546597758,2.86896638993224,0.00411815556558454,0.0623160533287945,"gene-TMEM140|TMEM140"
1923.07175074458,0.373146966352063,0.127900667101879,2.91747474667066,0.00352878221985554,0.0562708760095615,"gene-MKKS|MKKS"
575.064630232593,0.700854183272558,0.246830870451653,2.83941057287579,0.00451969616548592,0.0658307500551562,"gene-ALKBH3|ALKBH3"
661.942493882168,0.682028123430983,0.198604476564529,3.43410246953514,0.000594519404013577,0.0168615476413792,"gene-SCNN1G|SCNN1G"
5395.27720982116,0.791106800171046,0.278046441939624,2.84523259730412,0.0044379003596781,0.0648876774328586,"gene-PROZ|PROZ"
9261.04625519964,0.672219670588451,0.242707103373504,2.7696744810718,0.00561123410333414,0.0748807810280031,"gene-SLC6A6|SLC6A6"
4313.80611698871,0.632884661885301,0.203606992394139,3.1083640814269,0.00188126155935148,0.0369890172731882,"gene-VLDLR|VLDLR"
9291.15080861145,0.484597468695397,0.163685001312492,2.96054901065888,0.00307091256613798,0.0514072122382368,"gene-MYO1B|MYO1B"
2326.90224502805,0.427420044675047,0.132848963491458,3.21733819701597,0.00129385983657983,0.0290504167759088,"gene-TRIM23|TRIM23"
281.318448324934,0.703490154318582,0.174476864259022,4.03199677680019,5.53049458417998e-05,0.00341603977724064,"gene-LOC100229224|LOC100229224"
3488.82167215239,0.347810308294172,0.11594123284392,2.99988450840776,0.00270081992307777,0.0477674429467297,"gene-FXR1|FXR1"
14912.5641534134,0.869492884857385,0.235548235814358,3.6913580857496,0.000223059841618428,0.0083747508746296,"gene-CIRBP|CIRBP"
1142.72466174683,1.63969273794644,0.376145690088882,4.35919586785373,1.30541235916112e-05,0.00122700653609846,"gene-LOC140683791|LOC140683791"
1647.32684651431,0.671355394921271,0.134523809613053,4.99060647221018,6.01900119757688e-07,0.000123088574490447,"gene-TANK|TANK"
