"Gene_ID","Module","kME_20","kME_56","kME_57","kME_8","kME_25","kME_36","kME_33","kME_38","kME_3","kME_11","kME_35","kME_60","kME_1","kME_18","kME_14","kME_37","kME_54","kME_29","kME_28","kME_50","kME_32","kME_49","kME_6","kME_59","kME_21","kME_31","kME_24","kME_48","kME_58","kME_17","kME_34","kME_23","kME_4","kME_12","kME_53","kME_19","kME_30","kME_45","kME_39","kME_40","kME_42","kME_7","kME_26","kME_5","kME_10","kME_9","kME_44","kME_46","kME_2","kME_15","kME_13","kME_41","kME_43","kME_61","kME_47","kME_22","kME_52","kME_16","kME_27","kME_51","kME_55","kME_0"
"gene-LOC140684313|LOC140684313","steelblue",-0.175415507771336,0.053247733170804,-0.16022506125644,-0.169088090935908,-0.112380990957901,-0.280932110827825,0.163500433627992,-0.277858062520956,-0.218178162184954,-0.154312013940013,-0.18013581712648,0.106773200899598,-0.196824362623076,0.1471523057586,-0.4359290071044,-0.260205334103026,-0.197904556914771,-0.65931264026551,-0.28633865666534,-0.272243332552149,0.43301188125677,0.339197844813677,-0.166524365857709,0.0890639256824177,-0.0929226095306951,-0.327870803223802,0.068969006940494,0.145345713585336,0.120571253591266,0.247772034148024,-0.037978746591039,0.0835785040944224,0.202076569422478,-0.103703902555718,0.360772900116334,0.463741251447256,0.59060932587549,0.281139389845877,0.109793501107926,0.259458101843103,0.32541889170807,0.178646772388762,0.251486889978668,-0.0131001500959971,0.0464468075463227,-0.0758403658149858,0.0823072585006403,0.00516466327740986,0.216836790430308,-0.0190855712739932,0.150695633756692,0.48926943873654,0.11207300313467,0.297332310902001,0.319706413131342,-0.0252032298924526,0.182297052895376,0.00256304950660539,0.22332966911262,0.227443289860015,-0.148370712448837,0.12709803903862
"gene-LOC121469166|LOC121469166","grey60",0.230898184124189,-0.0936354381217972,-0.244817755997479,0.130854089124778,-0.262912257795391,-0.544331728786379,0.115272063519124,-0.139836898418017,-0.241332771962947,-0.382321027602706,-0.634875428376168,-0.255482516522045,-0.364204580663108,-0.131247332259465,-0.187353791506463,-0.18953712850577,-0.32364825039914,-0.527250778206118,-0.136823243607291,0.0305777673849267,0.56451979133302,0.404361831467782,0.26768123180935,0.166489823480549,-0.0199926134012019,0.0514373424197512,-0.0877868567859076,0.062397058963914,-0.0915306664311882,0.651494649103064,0.452643220592336,0.357936778586093,0.589399851663793,0.304635209625042,0.440728197422992,0.649388632376505,0.206636949050077,0.435178495502157,0.275121968778314,0.21584569460447,0.461677530083612,0.358416662992471,0.336818655893838,0.0770920304150465,0.205370392940966,-0.458982002482662,-0.0723571545278043,-0.043536001153819,-0.0780015467844736,-0.302992291966366,0.164034050119221,0.359962722178082,0.404630685927473,0.143670566797738,-0.0495291254003291,-0.0551990069946611,0.422543697245536,0.318334565881434,0.264699498126285,0.280721513655819,-0.289109393751681,0.0248841897618177
"gene-LOC140684334|LOC140684334","grey60",0.446964305894575,0.216348153761335,0.328283781030092,0.505936193740304,-0.201771904836875,-0.128740727575942,0.216661195018774,0.182636060341775,0.00771558233897987,-0.134917467240522,-0.737644682928603,-0.610766713565024,-0.26288543304555,-0.295264310131735,-0.258972726575752,-0.400737443362969,-0.35346858475978,-0.114291568015987,0.0594926753040248,0.178314211602979,0.565639308230615,0.256507421232062,0.74960591956257,0.463149264279612,0.00467519657534561,0.253452203201103,-0.00685476604181524,-0.13878658230295,0.00106048042556967,0.875502533171802,0.746218994336072,0.567142819010166,0.610645084878017,0.453659519553266,0.214608537068295,0.371452747769715,-0.230671445132191,0.198446443935304,0.413430949195435,0.285013474339989,-0.0935276972466612,0.151283672784682,-0.0930050179973075,-0.175179406076412,0.0359350174910151,-0.56335650369357,0.114972359947291,-0.0493786369769875,-0.658930423630135,-0.519973400384537,-0.136788591996795,0.0963500657180633,-0.0476326217854736,-0.0567279149780167,0.0999652733095922,0.0872875992986508,0.243690355163873,0.340726985073924,0.19252082645488,-0.216259397407459,-0.511408528431698,0.00679359739097045
"gene-LOC140684346|LOC140684346","grey60",0.404192166337944,0.189826665745655,0.318018233448096,0.462839432710734,-0.233164755267964,-0.138269741513424,0.223986208463371,0.168640578424963,-0.0385516325751194,-0.161785004488018,-0.74449475799059,-0.623369354197014,-0.302545463658756,-0.308135458458458,-0.25381299815377,-0.388039889010747,-0.366340591998801,-0.155729420948681,0.0507834852322434,0.156820570523786,0.594838537038491,0.282748693697659,0.720298131319304,0.414829383264998,0.00203516165611954,0.252688019128112,-0.0282541571665443,-0.112112464874833,-0.00210441498735933,0.902619405933182,0.753942955045509,0.574107991154482,0.63533553938877,0.483786305256082,0.19930132974015,0.386864172951159,-0.194581472533559,0.223447786108687,0.418883652266294,0.315204675077648,-0.05978053307747,0.193251997683939,-0.0351193279588659,-0.131884945072948,0.0716488515662045,-0.537151850398131,0.125870948874811,-0.0345411956851352,-0.615857147140266,-0.493550298342536,-0.0962169858006015,0.135047164536382,-0.00909351906937386,-0.0508017310096919,0.113300673550923,0.0915805270719778,0.28824572986214,0.340085336645239,0.164642918775701,-0.195606539258857,-0.513377010535114,0.0576801359584139
"gene-LOC140684351|LOC140684351","grey60",0.376231589004415,0.268551497107831,0.361866692605676,0.459468204186363,-0.20772257243409,0.0224358367067007,0.353837363989747,0.199731669588508,-0.087554566666878,-0.194178001364438,-0.667660074989731,-0.489077276735358,-0.223634108973455,-0.133496028940326,-0.29763559731049,-0.430928092940903,-0.403507838812843,-0.207108322148008,0.0338777458442367,0.0575566769932936,0.566950518076779,0.341544817017553,0.561620663385986,0.28147092898306,-0.216676958009251,0.110256760438124,0.0758446900449487,-0.0420302219531725,-0.00785252276890411,0.862795536662251,0.714814057572243,0.614133072519171,0.542277150618958,0.40710221661741,0.152225457120686,0.39338965785502,-0.137996685756695,0.140812689194704,0.31172308407497,0.274527367378184,-0.0614775603977466,0.0887957301696869,-0.0158776890621292,-0.0722688222749015,0.0443778371844776,-0.508947926376631,0.0171590430944233,0.17729300489194,-0.46893332040399,-0.46027142559676,-0.0121001802752417,0.226247132207883,0.0521317974144652,0.0506039178222003,0.103430639369313,0.00956675278779429,0.237256924731152,0.28534628659312,0.0539219498660745,-0.20917861873756,-0.453614713417272,0.130273848998207
"gene-LOC140684365|LOC140684365","grey60",0.408684381094362,0.180878933119538,0.305295082518381,0.448797928685638,-0.246195715373285,-0.153185545977119,0.229812209193262,0.167345233068075,-0.0608355649208063,-0.182410146140993,-0.762082401265091,-0.634471256597052,-0.316938872595556,-0.309939523676431,-0.270460782818707,-0.395661087145722,-0.356684706402885,-0.168742076332639,0.0601630857736577,0.153430581644007,0.594158467957722,0.269120472337955,0.711456977289815,0.416783739644007,0.006024922195286,0.256254935570662,-0.0413193241617683,-0.111495170873285,-0.00708417626124549,0.904873413075729,0.763164684047753,0.574649930479097,0.645479195068072,0.487352331273885,0.199392812648001,0.399950552715048,-0.180654750555964,0.236395477969218,0.425913725616794,0.329235874150424,-0.0415586434380728,0.212330817173594,-0.0176224251705607,-0.123336957444381,0.0808604122016173,-0.537208116817028,0.126653121762356,-0.0339405717896788,-0.605024185345272,-0.475512634393201,-0.0770488751176758,0.146766380561384,-0.00576122107077673,-0.0459160602767406,0.110152454210682,0.102492598150366,0.297669282888441,0.346550535972995,0.187443383974632,-0.180067219531384,-0.511713670049046,0.0290074219625785
"gene-LOC140684387|LOC140684387","grey",0.0457926704338614,0.0149570309257653,0.0876961770088257,0.503863017714586,0.21336785130006,-0.0457041194671023,0.0334601764277199,-0.0687400842025639,0.226702500428464,-0.305850355418783,-0.120312965241968,0.311895503278631,0.307956101440056,0.216582152047747,0.243732455751812,-0.0943022284856334,-0.08659810514741,-0.240239681127447,-0.139560710597827,0.0547730718437397,0.129301562358088,0.270987421399922,0.176034812849373,0.126133423541393,-0.268058534753943,-0.119444789995443,0.237252210704224,-0.0469742843437755,-0.0868932131214945,0.0325403202606113,0.138938434273807,0.088119670394193,-0.016194886482032,0.00115163214968902,0.419098057205807,0.136227524301924,0.0824272847284087,-0.0133908438449662,0.0760814119139396,-0.222498943465794,-0.150515091514352,-0.416891921233014,-0.130748917111941,0.0267358131456802,0.27805250869513,-0.606187682708566,-0.474669836104945,0.0872179055217096,-0.136918545271594,-0.376803899447937,-0.327885021942859,-0.111063706145961,-0.0452743407322797,-0.122775538023056,-0.186216053825409,-0.220139632457279,-0.35315664093829,-0.243529755216366,0.0701239274094186,-0.131273086413313,0.0523687852691214,0.365113601131912
"gene-LOC140684392|LOC140684392","grey60",0.366732393721053,0.200757422091033,0.379126804638872,0.402465031523428,-0.207784912947231,-0.138342124543686,0.195591200261733,0.133207104774514,-0.132663364386298,-0.209256448484829,-0.795053617341477,-0.630837804014856,-0.398160081106241,-0.348396316144843,-0.25904894676691,-0.482498524000117,-0.452815785482636,-0.270601350910715,-0.0591626165357952,0.020785936971981,0.552676030507211,0.277692654677507,0.674113658150303,0.408984171756263,-0.0323591650358845,0.272046420508126,0.0481624421118034,0.0158213544368207,0.0984336840641477,0.873282860866447,0.780016719483552,0.664268169268501,0.722614174162572,0.566081633859781,0.25149978600668,0.439324765239069,-0.060717622161462,0.285519064541661,0.442526707374492,0.397966931672997,-0.0305950063614656,0.24360896803934,0.0782987801094066,-0.0303662423723717,0.142385406443232,-0.517522659982639,0.131609982394281,0.0526098803289489,-0.541088458207682,-0.487169608770393,-0.0467179165545827,0.21074603564144,0.0341489429855636,0.000312032179106324,0.163772263187356,0.0882241491163449,0.29266026977681,0.355152865540246,0.122093288693318,-0.218183059419106,-0.513995156810483,0.0792475744171206
"gene-LOC140684497|LOC140684497","grey60",0.308198592767849,0.265311658958453,0.291744887412831,0.285601177615131,-0.212887905643743,-0.119301890452128,0.238363228012541,0.044736407892409,-0.0406315858259953,-0.0948584068627509,-0.552090466782494,-0.334951283123154,-0.287214617577427,-0.170182169708969,-0.259650750896725,-0.365454056276101,-0.428339541373658,-0.434942471573492,-0.174281450491495,-0.0141518958818436,0.605803929556689,0.386484238419867,0.468890873147275,0.340727084752121,-0.139063775449321,0.0901842000840663,0.101995850950024,0.0492085584085635,0.194101147771869,0.811102887798075,0.531339866146345,0.514050649616278,0.559547557504975,0.299512046039415,0.374109193896375,0.505024197415543,0.0914041283189435,0.261863544892696,0.349820094163025,0.421353647819007,0.0668510063484627,0.177110573136531,0.0361173363662636,-0.134185275875319,-0.134667278889146,-0.410959477332624,0.175101770929593,0.123166483475278,-0.334767600231063,-0.520019684754325,-0.0614158085633035,0.307879875711953,0.0356293002674232,0.00128078767404923,0.228420178421158,-0.0426459527945713,0.295549008950899,0.127865335273821,-0.0329794490664926,-0.155737569123152,-0.41524240495446,0.251411250733321
"gene-LOC121470777|LOC121470777","royalblue",0.422129802758457,0.19303291431647,0.074123364115717,0.176372078480097,-0.204633656379968,-0.213614139764905,0.0933587071445061,-0.0684448411028027,-0.0556456954690926,-0.124400339965643,-0.347798644311322,-0.0163812112467208,-0.0729258826289468,0.00246310987367547,-0.181614049351333,-0.296729512182557,-0.122949265285601,-0.312459554976039,-0.175018808076709,-0.127477183738344,0.379823473369221,0.0770998560898991,0.130535902419168,0.21117198965877,-0.118270437131956,-0.136274701642039,0.359364299438432,0.120578696501182,0.236355550850715,0.19525684005507,0.208445764119431,0.337563361387659,0.23173286439761,0.104763135431585,0.262971764543502,0.53419440627342,0.289424702867305,0.104343322409896,0.268434585004497,0.434478726011481,0.187923491134715,0.00563772540572361,-0.0160810730527145,-0.0230456952541486,-0.0348300169779458,-0.272517976298155,-0.173003166409938,0.092761284000284,-0.0713433300191345,-0.266330545680575,0.0171842325592079,0.191696994124633,0.119490463376359,0.162138831917349,0.0633553451126064,-0.27871154883581,-0.145849227109572,-0.0444680473140523,0.308125784598422,0.218677972035058,-0.199688163409757,-0.276930910095344
